url	label	title	search_text	comments	created_time	updated_time	closed_time
https://github.com/FederatedAI/FATE/issues/3132	[]	运行出现奇怪错误，急需帮助	"运行出现奇怪错误，急需帮助部署两个k8s集群做联邦（CentOS），运行测试算例，出现一个很奇怪的错误。在work_mode=1情况下，虽然运行官方的例子整个pipeline没有问题，但一旦对table或namespace重命名后(比如把namespace的experiment改名为experiment_b)，pipeline的reader就无法通过。

jupyter-notebook里上传数据
!flow data upload -c upload_guest.json --drop
!flow data upload -c upload_host.json --drop
运行计算
!flow job submit -c hetero_lr_normal_conf.json -d hetero_lr_normal_dsl.json
因为issues里面不能上传json文件，所以我加了.txt后缀，如果下载运行的话，可以把文件名的.txt后缀删除
[hetero_lr_normal_conf.json.txt](https://github.com/FederatedAI/FATE/files/7221995/hetero_lr_normal_conf.json.txt)
[hetero_lr_normal_dsl.json.txt](https://github.com/FederatedAI/FATE/files/7221997/hetero_lr_normal_dsl.json.txt)
[upload_guest.json.txt](https://github.com/FederatedAI/FATE/files/7221998/upload_guest.json.txt)
[upload_host.json.txt](https://github.com/FederatedAI/FATE/files/7221999/upload_host.json.txt)

fateboard里面数据确实读了，证明上传数据成功，但reader就是无法通过，且没有任何出错提示。
![image](https://user-images.githubusercontent.com/28068712/134611625-0b078e6a-3c97-4c91-987a-2a810ad0dd2b.png)
![image](https://user-images.githubusercontent.com/28068712/134611696-6f807700-352a-41c0-97b1-eb925864ce8d.png)
![image](https://user-images.githubusercontent.com/28068712/134611712-e3af8f8c-aa31-4a8b-b9dd-1d329a458af7.png)

奇怪的问题就是：在保证各个json文件的table name和namespace一致的情况下，虽然采用原始默认的table name和namespace运行pipeline全绿，为什么稍微改动表名或namespace，就无法运行通过？难道除了这四个json文件，还有哪里需要同步改动？
奇怪的问题就是：在保证各个json文件的table name和namespace一致的情况下，虽然采用原始默认的table name和namespace运行pipeline全绿，为什么稍微改动表名或namespace，就无法运行通过？难道除了这四个json文件，还有哪里需要同步改动？已经解决，与重命名无关，根本原因是work_mode=1（多集群）时候，每方需要在自己的notebook里提交自己的数据。如果要重命名，确保各方数据的新名称与json文件的设置保持一致即可。"	2	2021-09-24 03:08:30	2021-09-24 09:47:18	2021-09-24 09:47:18
https://github.com/FederatedAI/FATE/issues/2977	[]	"""predict_score"" for logistic regression test on Fate Board wrong in magnitude"	"""predict_score"" for logistic regression test on Fate Board wrong in magnitude**Describe the bug**
In fateboard, the ""predict_score"" for logistic regression test will sometimes be larger than 1. For example, look at the following screenshot:
![Screen Shot 2021-08-17 at 4 31 29 PM](https://user-images.githubusercontent.com/62225631/129692241-01f66ac4-7466-44af-a86d-fca5cde86178.png)
and after a deeper insight, I find that it's actually missing a magnitude specification. For example, the value 2.719735 is actually 2.719735...e-12. But somehow the magnitude ""e-12"" is missing, which really confuses users.
![Screen Shot 2021-08-17 at 4 34 03 PM](https://user-images.githubusercontent.com/62225631/129692652-d23ae2a5-4f4d-4cc8-8147-07995c6722c4.png)
We will fix this issue in FATE-Board V1.6.1，thanks for your carefulness."	1	2021-08-17 08:35:39	2021-08-18 08:55:19	2021-08-18 08:55:19
https://github.com/FederatedAI/FATE/issues/2955	[]	Poor Implementation of SPDZ protocol	"Poor Implementation of SPDZ protocol**Describe the bug**
The implementation of SPDZ protocol is incomplete, crucial features of the original protocol are truncated.
1. Not secure against active malicious adversary.
Without using information theoretic MACs or zero-knowledge proofs as the original protocol, active malicious adversary can cheat on their inputs and render incorrect results.  

2. Only support two parties.
The implementation uses Paillier encryption to produce beaver triplets which makes it limit to two parties while the original SPDZ has no party number limits. Should use somewhat FHE or leveled FHE like BGV, BFV to produce beaver triplets instead. Thanks report. 

>     1. Not secure against active malicious adversary.
>        Without using information theoretic MACs or zero-knowledge proofs as the original protocol, active malicious adversary can cheat on their inputs and render incorrect results.

The `secure against active malicious adversary` is not the goal we try to achieve in recent version, but pull requests are always welcome.

>     2. Only support two parties.
>        The implementation uses Paillier encryption to produce beaver triplets which makes it limit to two parties while the original SPDZ has no party number limits. Should use somewhat FHE or leveled FHE like BGV, BFV to produce beaver triplets instead.

Yes, we support two parties now becasue we meat some fixpoint-encoder issue, not becuase we use the `Paillier encryption` 
protocol. And we don't see the point of goodness to use somewhat FHE to genearete beaver triplets. Could you please provide any more detailed explanation？
> Thanks report.
> 
> > ```
> > 1. Not secure against active malicious adversary.
> >    Without using information theoretic MACs or zero-knowledge proofs as the original protocol, active malicious adversary can cheat on their inputs and render incorrect results.
> > ```
> 
> The `secure against active malicious adversary` is not the goal we try to achieve in recent version, but pull requests are always welcome.
> 
> > ```
> > 2. Only support two parties.
> >    The implementation uses Paillier encryption to produce beaver triplets which makes it limit to two parties while the original SPDZ has no party number limits. Should use somewhat FHE or leveled FHE like BGV, BFV to produce beaver triplets instead.
> > ```
> 
> Yes, we support two parties now becasue we meat some fixpoint-encoder issue, not becuase we use the `Paillier encryption`

**_> My mistake, if Paillier supports multiplication between ciphertext and constants, and you followed the SPDZ2's triplets generation protocol, fate's beaver_triplets doesn't have party number limitation. Also, can you give me more details of this fixpoint-encoder issue? I am working on the two party limit issue. And can we use Microsoft Seal's CKKS instead of Paillier to fix this issue?_**

> protocol. And we don't see the point of goodness to use somewhat FHE to genearete beaver triplets. Could you please provide any more detailed explanation？

**_> SPDZ2's` paper do mention some benefits of using Leveled FHE BGV over Paillier at the last paragraphy of its Introduction section._**

**_> One more thing to mention, SPDZ's unit test shows errors : module ""fate_arch.session"" has no attirbute ""init""._**@weiwee 
**Good News**: The party number limit of SPDZ can be removed by using Microsoft Seal's CKKS as well as all the redundant fixpoint encoding and decoding code.   I tested the modified SPDZ in hetero_pearson with three parties:1 Guest, 2 Hosts, and the data I used is breast_hetero_guest and breast_hetero_host. 
Here is the first corr row:

>  [0.9739451840944395 0.42625413530776457 0.9755094378288185
>  0.9697823086090491 0.05205141649569391 0.561382889899243
>  0.7069897199142066 0.7481190687094059 -0.19798667287048125
>  -0.5964790654824891 0.4159688144789205 -0.08748228172470007
>  0.38501085106115696 0.758014080265595 -0.44258157229279843
>  -0.014301103237581181 0.13761181368069303 0.43303178978547496
>  -0.5738301629347646 -0.388682601417217]

And the first corr row using original  SPDZ:

> [0.97387 0.42623 0.97545 0.96972 0.052039999999999996 0.56136
>  0.7069300000000001 0.74806 -0.19799 -0.59645 0.41595000000000004 -0.08748
>  0.38499 0.75797 -0.44254 -0.014299999999999998 0.13759 0.433
>  -0.5738000000000001 -0.38864]

We can see the results are pretty close.  

**Bad News** :   The ciphertext is too large(nearly 1.9GB) for the tested table(Using CKKS.tensor for encryption). It caused memory error when I tried to remote. To pass the test, I cut breast_hetero_guest to 10 rows.  

Nary a douobt. This large ciphertext size issue will limit its applications. Have to work on that latter.    Close this issue first."	3	2021-08-09 03:56:36	2021-08-25 10:11:15	2021-08-25 10:11:15
https://github.com/FederatedAI/FATE/issues/2909	[]	pipeline: command not found	"pipeline: command not found**Describe the bug**
A clear and concise description of what the bug is.

按照git文档成功安装fate-client后无法使用pipeline

**To Reproduce**
Steps to reproduce the behavior:
通过docker完成单机部署并通过单元测试和toy测试验证，通过whl安装fate-client
```
Singularity> pip show fate-client
Name: fate-client
Version: 0.3.0.post1
Summary: Clients for FATE, including flow_client and pipeline
Home-page: https://fate.fedai.org/
Author: FederatedAI
Author-email: contact@FedAI.org
License: Apache-2.0
Location: /root/.local/lib/python3.6/site-packages
Requires: flask, setuptools, tensorflow, click, ruamel.yaml, requests-toolbelt, loguru, requests
Required-by: fate-test
Singularity> pipeline init --help
bash: pipeline: command not found
```

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Desktop (please complete the following information):**
 - OS: [e.g. iOS]
 - Browser [e.g. chrome, safari]
 - Version [e.g. 22]

**Smartphone (please complete the following information):**
 - Device: [e.g. iPhone6]
 - OS: [e.g. iOS8.1]
 - Browser [e.g. stock browser, safari]
 - Version [e.g. 22]

**Additional context**
Add any other context about the problem here.
edit:
由于没有平台root权限，利用singularity3.7的fakeroot在Linux平台上进入环境。

使用裸机尝试可以安装成功。

验证是安装路径在/root/.local/bin下，使用`export PATH=$PATH:/root/.local/bin`解决"	1	2021-07-23 03:35:07	2021-07-23 07:43:35	2021-07-23 07:43:35
https://github.com/FederatedAI/FATE/issues/2893	[]	发布模型时一个成功一个失败	"发布模型时一个成功一个失败刚训练好的模型，然后模型在各方均部署成功。但发布模型的时候一个成功一个失败，请问时什么原因？
请求：
{
    ""initiator"": {
        ""role"": ""guest"",
        ""party_id"": ""9999""
    },
    ""job_parameters"": {
        ""work_mode"": 1,
        ""model_id"": ""arbiter-10000#guest-9999#host-8888#model"",
        ""model_version"": ""2021071909181355014422""
    },
    ""role"": {
        ""arbiter"": [
            ""10000""
        ],
        ""host"": [
            ""8888""
        ],
        ""guest"": [
            ""9999""
        ]
    }
}
响应：
{
    ""data"": {
        ""detail"": {
            ""guest"": {
                ""9999"": {
                    ""retcode"": 123,
                    ""retmsg"": ""model initialization error, please check if the model exists and the configuration of the FATEFLOW load model process is correct. ""
                }
            },
            ""host"": {
                ""8888"": {
                    ""retcode"": 0,
                    ""retmsg"": ""success""
                }
            }
        },
        ""guest"": {
            ""9999"": 123
        },
        ""host"": {
            ""8888"": 0
        }
    },
    ""jobId"": ""2021071909183592077723"",
    ""retcode"": 101,
    ""retmsg"": ""failed""
}FATE version? post your `conf/service_conf.yaml` plz. which backend are you using? plz post its config too.The problem has been resolved。
Thanks for your helpHow did you solve it?  I have met the same problem."	3	2021-07-19 09:47:31	2021-09-28 02:01:02	2021-08-26 03:00:03
https://github.com/FederatedAI/FATE/issues/2845	[]	Homogeneous Logistic Regression using Gradient Aggregation not implemented?	"Homogeneous Logistic Regression using Gradient Aggregation not implemented?Hi,
I was going through the code of homo-lr, and I wonder if the method described in the README is not implemented in the code.

**Mismatch between README and code?**
Described in https://github.com/FederatedAI/FATE/blob/7f81d654bf9ddbb1207bbd3c02e130f5ea54b1dc/python/federatedml/linear_model/logistic_regression/README.rst 
<img width=""1227"" alt=""Screen Shot 2021-06-27 at 2 14 24 PM"" src=""https://user-images.githubusercontent.com/59325005/123535036-03729e00-d754-11eb-8a41-8505564df62a.png"">
the homogeneous LR sends and aggregates **gradients** in each iteration. However, in the code, it is the **model weights** that are sent and aggregated:
https://github.com/FederatedAI/FATE/blob/7f81d654bf9ddbb1207bbd3c02e130f5ea54b1dc/python/federatedml/linear_model/logistic_regression/homo_logsitic_regression/homo_lr_host.py#L94-L95

and the gradient is computed and applied for weight update **within** each host
https://github.com/FederatedAI/FATE/blob/7f81d654bf9ddbb1207bbd3c02e130f5ea54b1dc/python/federatedml/linear_model/logistic_regression/homo_logsitic_regression/homo_lr_host.py#L117-L131

There seems to be a mismatch between the README and the code.  

**Describe the solution you'd like**
Is homo-lr using gradient aggregation not implemented or is the code elsewhere? Could you refer to the code if it is elsewhere?
If not implemented, could you explain if any difficulties were encountered that blocked the implementation? (e.g. encryption, numerical precision, etc.)?

**Describe alternatives you've considered**
I did an implementation to use the gradient aggregation described in the README.rst above (for simplicity I did not use encryption)
https://github.com/xingzhis/pretendFLR
It works well if precise gradients (of the cross-entropy loss) are used, but if Taylor expansion gradient is used (so that additively homomorphic encryption can be used), the numerical errors accumulate, resulting in a failure to learn the model correctly.

Thank you very much!
@xingzhis Sorry for misunderstanding you. We do aggregate the model_weights instead of gradient. The Readme will be fix in next version. 

@tanmc123 Thank you very much!"	2	2021-06-27 06:51:10	2021-07-06 01:18:13	2021-07-06 01:18:13
https://github.com/FederatedAI/FATE/issues/2834	[]	Homogeneous Neural Network	"Homogeneous Neural Network**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://github.com/FederatedAI/FATE/blob/master/examples/pipeline/homo_nn/pipeline_homo_nn_multi_layer.py
2. Update the neural network to be the following

def main(config=""../../config.yaml"", namespace=""""):
    homo_nn_0 = HomoNN(name=""homo_nn_0"",
                       max_iter=epochs,
                       batch_size=batch_size)
    homo_nn_0.add(Dense(units=nodes_per_layer[0], input_shape=(12,), activation=""relu""))
    homo_nn_0.add(Dropout(dropout))
    homo_nn_0.add(Dense(units=nodes_per_layer[1], activation=""relu""))
    homo_nn_0.add(Dropout(dropout))
    homo_nn_0.add(Dense(units=nodes_per_layer[2], activation=""relu""))
    homo_nn_0.add(Dropout(dropout))
    homo_nn_0.add(Dense(units=1, activation=""relu""))
    homo_nn_0.compile(optimizer=optimizers.Adam(learning_rate=0.05),
                      metrics=[""MeanSquaredError""],
                      loss=""mean_squared_error"")

**Expected behavior**
I expect the NN to output a single prediction of the target variable which is a continuous variable

**Errors**
ValueError: A target array with shape (16, 1) was passed for an output of shape (None, 151) while using as loss `mean_squared_error`. This loss expects targets to have the same shape as the output.

**Question**
How can I perform a regression prediction using neural network, instead of a categorical prediction shown in all 3 homo_nn examples?

Note that the error goes away if i change loss=""mean_absolute_error"" instead.Homo Neural Network does not support regression task now, only supports classification task.thanks for your reply! would be great if that can be made clearer in the documentation."	2	2021-06-16 13:52:27	2021-06-22 12:50:51	2021-06-22 12:50:51
https://github.com/FederatedAI/FATE/issues/2817	[]	BUG：Please check that you are connecting to the correct HDFS RPC port	"BUG：Please check that you are connecting to the correct HDFS RPC port**Describe the bug**
KubeFATE部署完之后，准备数据上传，结果出现HDFS的报错异常，刚部署上就出现异常，请问有么有大佬遇到此问题

**To Reproduce**
Steps to reproduce the behavior:
1. 准备mnist数据
2. 仿照upload文件写文件命名
3.执行数据上传命令
4. See error

**Expected behavior**





**Screenshots**
![image](https://user-images.githubusercontent.com/40295475/120348131-780e1480-c32f-11eb-91c7-b7319844413f.png)

![image](https://user-images.githubusercontent.com/40295475/120348195-8a884e00-c32f-11eb-924c-a297529db6bc.png)

**Desktop (please complete the following information):**
 - OS: [e.g. iOS]
 - Browser [e.g. chrome, safari]
 - Version [e.g. 22]

**Smartphone (please complete the following information):**
 - Device: [e.g. iPhone6]
 - OS: [e.g. iOS8.1]
 - Browser [e.g. stock browser, safari]
 - Version [e.g. 22]

**Additional context**
Add any other context about the problem here.
数据处理有一些问题"	1	2021-06-01 15:17:39	2021-06-02 01:15:28	2021-06-02 01:15:07
https://github.com/FederatedAI/FATE/issues/2758	['bug']	Homo_onehot存在特征不能对齐的bug！	"Homo_onehot存在特征不能对齐的bug！**1、问题描述**
在真实场景下使用横向onehot对数据做处理，之后再用横向LR模型，得到的结果与预期相差非常大（远远不如只使用本地数据），完全不可用。
**2、实验过程**
经过多次实验，发现横向LR得到的结果均很差，Debug横向LR的计算逻辑，没有发现问题，十分无助。后来，无意中检查了onehot之后的特征列，如下图所示：
![image](https://user-images.githubusercontent.com/34981842/115832226-3c854e00-a445-11eb-92b5-5f3cf59dfe17.png)
上图是guest方使用homo_onehot之后特征顺序的结果
![image](https://user-images.githubusercontent.com/34981842/115832412-76eeeb00-a445-11eb-9ae4-f395d4de6642.png)
上图是host方使用homo_onehot之后特征顺序的结果
可以看到，使用homo_onehot得到的特征顺序不一致！
**不免有些疑惑，计算的时候是根据字段名还是字段顺序计算的？**
![image](https://user-images.githubusercontent.com/34981842/115832694-c46b5800-a445-11eb-8643-133dafe1ba3f.png)
上图是guest方第一次本地计算的参数结果
![image](https://user-images.githubusercontent.com/34981842/115832784-e1079000-a445-11eb-9426-73f5d9c5bc88.png)
 上图是host方第一次本地计算的参数结果
由于在实验条件下两边上传了一样的数据，可以看到对应特征名下的参数值是相同的，接下来看一下聚合的结果：
![image](https://user-images.githubusercontent.com/34981842/115833183-53787000-a446-11eb-93d4-3c6a9f848dc5.png)
**3、结论**
不免有些惊讶，竟然是根据特征顺序进行计算的，但是homo_onehot得到的特征顺序又不一致，导致参数更新时梯度信息混乱，得到十分意外的结果。
感谢FATE平台，感谢FATE开源社区，希望FATE能够越来越好！！确实有这个问题，预计将在1.5.2修复，感谢提出"	1	2021-04-23 07:15:31	2021-06-09 03:28:45	2021-06-09 03:28:45
https://github.com/FederatedAI/FATE/issues/2752	[]	请问下，现在serving支持dsl_v2了吗？（因模型部署上线后预测无结果而有的猜疑....）	"请问下，现在serving支持dsl_v2了吗？（因模型部署上线后预测无结果而有的猜疑....）（dockers部署的）用最新版的fate跑pipeline训练出的模型在部署上线时，过程都是success，但是到推理测试就是啥结果也没，返回结果像下面这样：

- {""retcode"":0,""retmsg"":"""",""data"":{""modelId"":""guest#9999#guest-9999#host-10000#model"",""modelVersion"":""2021041903133901753497"",""timestamp"":1618802149453},""flag"":0}

然后瞅了下serving-server容器，发现在运行加载模型命令（**_flow model load -c publish_load_model.json_**）的时候，这个容器logs里会报这个错：

- DSLParser init catch error:{}
 org.json.JSONException: JSONObject[""input""] not found.

就怀疑是解析dsl时出错了，所以想问下现在的serving是不是还不支持dsl_v2？如果是的话，难道还要用dsl_v1来上线？或是其他什么方式？大佬们求解orz
@nemirorox @weiwee @jarviszeng-zjc @tanmc123 @ioracion 2.0.4的fate serving是支持DSL 2.0的@jiahaoc1993 感谢回复！
希望能再帮忙解疑下：就是在加载模型时，serving-server容器后台会报这个错：
![log](https://user-images.githubusercontent.com/17641924/115361589-4dd71c00-a1f3-11eb-842d-2583db337716.png)
我部属的流程是这样的（按照pipeline预测例子弄的，是不是这样不对？）：
![微信截图_20210420161000](https://user-images.githubusercontent.com/17641924/115361710-69422700-a1f3-11eb-8699-856d5f45b145.png)

@ioracion 容器版本的serving是2.0.0的，所以报错正常@jiahaoc1993 非常感谢！问题解决了"	4	2021-04-19 09:47:17	2021-04-21 07:24:10	2021-04-21 07:24:10
